region,year,sex,age_group,prevalence,unemployment_rate,policy_index,sunshine_hours
Molise,2017,Male,45-64,26.19,10.45,69.8,2164.4
Molise,2017,Male,65+,23.84,10.45,69.8,2164.4
Molise,2017,Female,15-24,24.46,10.45,69.8,2164.4
Molise,2017,Female,25-44,25.98,10.45,69.8,2164.4
Molise,2017,Female,45-64,23.44,10.45,69.8,2164.4
Molise,2017,Female,65+,18.98,10.45,69.8,2164.4
Molise,2018,Male,15-24,27.77,10.24,75.5,2216.3
Molise,2018,Male,25-44,28.19,10.24,75.5,2216.3
Molise,2018,Male,45-64,26.49,10.24,75.5,2216.3
Molise,2018,Male,65+,22.7,10.24,75.5,2216.3
Molise,2018,Female,15-24,22.86,10.24,75.5,2216.3
Molise,2018,Female,25-44,26.84,10.24,75.5,2216.3
Molise,2018,Female,45-64,23.69,10.24,75.5,2216.3
Molise,2018,Female,65+,20.21,10.24,75.5,2216.3
Molise,2019,Male,15-24,26.21,10.21,74.1,2130.1
Molise,2019,Male,25-44,28.98,10.21,74.1,2130.1
Molise,2019,Male,45-64,27.51,10.21,74.1,2130.1
Molise,2019,Male,65+,23.44,10.21,74.1,2130.1
Molise,2019,Female,15-24,25.62,10.21,74.1,2130.1
Molise,2019,Female,25-44,25.69,10.21,74.1,2130.1
Molise,2019,Female,45-64,22.49,10.21,74.1,2130.1
Molise,2019,Female,65+,18.99,10.21,74.1,2130.1
Molise,2020,Male,15-24,27.13,7.6,73.4,2048.4
Molise,2020,Male,25-44,28.85,7.6,73.4,2048.4
Molise,2020,Male,45-64,26.71,7.6,73.4,2048.4
Molise,2020,Male,65+,23.96,7.6,73.4,2048.4
Molise,2020,Female,15-24,22.21,7.6,73.4,2048.4
Molise,2020,Female,25-44,23.67,7.6,73.4,2048.4
Molise,2020,Female,45-64,20.16,7.6,73.4,2048.4
Molise,2020,Female,65+,19.51,7.6,73.4,2048.4
Molise,2021,Male,15-24,25.6,8.08,78.0,2087.3
Molise,2021,Male,25-44,26.55,8.08,78.0,2087.3
Molise,2021,Male,45-64,26.09,8.08,78.0,2087.3
Molise,2021,Male,65+,25.19,8.08,78.0,2087.3
Molise,2021,Female,15-24,22.69,8.08,78.0,2087.3
Molise,2021,Female,25-44,25.54,8.08,78.0,2087.3
Molise,2021,Female,45-64,21.78,8.08,78.0,2087.3
Molise,2021,Female,65+,18.6,8.08,78.0,2087.3
Molise,2022,Male,15-24,27.32,6.56,74.7,2011.9
Molise,2022,Male,25-44,28.11,6.56,74.7,2011.9
Molise,2022,Male,45-64,25.67,6.56,74.7,2011.9
Molise,2022,Male,65+,22.72,6.56,74.7,2011.9
Molise,2022,Female,15-24,21.73,6.56,74.7,2011.9
Molise,2022,Female,25-44,25.39,6.56,74.7,2011.9
Molise,2022,Female,45-64,21.23,6.56,74.7,2011.9
Molise,2022,Female,65+,17.64,6.56,74.7,2011.9
Molise,2023,Male,15-24,26.64,7.4,81.5,1984.0
Molise,2023,Male,25-44,27.2,7.4,81.5,1984.0
Molise,2023,Male,45-64,25.13,7.4,81.5,1984.0
Molise,2023,Male,65+,22.09,7.4,81.5,1984.0
Molise,2023,Female,15-24,23.19,7.4,81.5,1984.0
Molise,2023,Female,25-44,24.57,7.4,81.5,1984.0
Molise,2023,Female,45-64,21.07,7.4,81.5,1984.0
Molise,2023,Female,65+,18.92,7.4,81.5,1984.0
Molise,2024,Male,15-24,27.19,6.11,82.2,1950.8
Molise,2024,Male,25-44,28.36,6.11,82.2,1950.8
Molise,2024,Male,45-64,24.81,6.11,82.2,1950.8
Molise,2024,Male,65+,20.49,6.11,82.2,1950.8
Molise,2024,Female,15-24,20.73,6.11,82.2,1950.8
Molise,2024,Female,25-44,23.49,6.11,82.2,1950.8
Molise,2024,Female,45-64,20.19,6.11,82.2,1950.8
Molise,2024,Female,65+,17.61,6.11,82.2,1950.8
Piemonte,2010,Male,15-24,29.06,6.59,59.1,1794.9
Piemonte,2010,Male,25-44,31.53,6.59,59.1,1794.9
Piemonte,2010,Male,45-64,27.93,6.59,59.1,1794.9
Piemonte,2010,Male,65+,25.49,6.59,59.1,1794.9
Piemonte,2010,Female,15-24,25.06,6.59,59.1,1794.9
Piemonte,2010,Female,25-44,25.02,6.59,59.1,1794.9
Piemonte,2010,Female,45-64,23.06,6.59,59.1,1794.9
Piemonte,2010,Female,65+,20.86,6.59,59.1,1794.9
Piemonte,2011,Male,15-24,27.49,6.66,59.0,1902.8
Piemonte,2011,Male,25-44,31.3,6.66,59.0,1902.8
Piemonte,2011,Male,45-64,29.23,6.66,59.0,1902.8
Piemonte,2011,Male,65+,25.92,6.66,59.0,1902.8
Piemonte,2011,Female,15-24,24.49,6.66,59.0,1902.8
Piemonte,2011,Female,25-44,28.19,6.66,59.0,1902.8
Piemonte,2011,Female,45-64,23.85,6.66,59.0,1902.8
Piemonte,2011,Female,65+,20.36,6.66,59.0,1902.8
Piemonte,2012,Male,15-24,27.79,8.89,60.3,1959.0
Piemonte,2012,Male,25-44,30.1,8.89,60.3,1959.0
Piemonte,2012,Male,45-64,27.01,8.89,60.3,1959.0
Piemonte,2012,Male,65+,24.57,8.89,60.3,1959.0
Piemonte,2012,Female,15-24,24.56,8.89,60.3,1959.0
Piemonte,2012,Female,25-44,26.4,8.89,60.3,1959.0
Piemonte,2012,Female,45-64,23.84,8.89,60.3,1959.0
Piemonte,2012,Female,65+,21.59,8.89,60.3,1959.0
Piemonte,2013,Male,15-24,29.05,9.54,66.1,1961.5
Piemonte,2013,Male,25-44,28.62,9.54,66.1,1961.5
Piemonte,2013,Male,45-64,24.55,9.54,66.1,1961.5
Piemonte,2013,Male,65+,25.03,9.54,66.1,1961.5
Piemonte,2013,Female,15-24,22.73,9.54,66.1,1961.5
Piemonte,2013,Female,25-44,25.88,9.54,66.1,1961.5
Piemonte,2013,Female,45-64,21.93,9.54,66.1,1961.5
Piemonte,2013,Female,65+,18.3,9.54,66.1,1961.5
Piemonte,2014,Male,15-24,28.34,8.71,69.7,1952.8
Piemonte,2014,Male,25-44,30.56,8.71,69.7,1952.8
Piemonte,2014,Male,45-64,26.22,8.71,69.7,1952.8
Piemonte,2014,Male,65+,21.21,8.71,69.7,1952.8
Piemonte,2014,Female,15-24,23.25,8.71,69.7,1952.8
Piemonte,2014,Female,25-44,26.19,8.71,69.7,1952.8
Piemonte,2014,Female,45-64,21.32,8.71,69.7,1952.8
Piemonte,2014,Female,65+,19.98,8.71,69.7,1952.8
Piemonte,2015,Male,15-24,27.48,9.03,65.6,1922.9
Piemonte,2015,Male,25-44,30.08,9.03,65.6,1922.9
Piemonte,2015,Male,45-64,26.62,9.03,65.6,1922.9
Piemonte,2015,Male,65+,22.53,9.03,65.6,1922.9
Piemonte,2015,Female,15-24,24.7,9.03,65.6,1922.9
Piemonte,2015,Female,25-44,25.34,9.03,65.6,1922.9
Piemonte,2015,Female,45-64,22.47,9.03,65.6,1922.9
Piemonte,2015,Female,65+,18.57,9.03,65.6,1922.9
Piemonte,2016,Male,15-24,26.76,7.37,70.4,2009.2
Piemonte,2016,Male,25-44,28.32,7.37,70.4,2009.2
Piemonte,2016,Male,45-64,26.03,7.37,70.4,2009.2
Piemonte,2016,Male,65+,24.91,7.37,70.4,2009.2
Piemonte,2016,Female,15-24,21.83,7.37,70.4,2009.2
Piemonte,2016,Female,25-44,23.59,7.37,70.4,2009.2
Piemonte,2016,Female,45-64,23.67,7.37,70.4,2009.2
Piemonte,2016,Female,65+,18.99,7.37,70.4,2009.2
Piemonte,2017,Male,15-24,26.23,8.15,64.2,1878.8
Piemonte,2017,Male,25-44,29.94,8.15,64.2,1878.8
Piemonte,2017,Male,45-64,25.29,8.15,64.2,1878.8
Piemonte,2017,Male,65+,24.73,8.15,64.2,1878.8
Piemonte,2017,Female,15-24,23.58,8.15,64.2,1878.8
Piemonte,2017,Female,25-44,24.41,8.15,64.2,1878.8
Piemonte,2017,Female,45-64,24.06,8.15,64.2,1878.8
Piemonte,2017,Female,65+,18.29,8.15,64.2,1878.8
Piemonte,2018,Male,15-24,27.34,7.86,70.2,1983.1
Piemonte,2018,Male,25-44,28.9,7.86,70.2,1983.1
Piemonte,2018,Male,45-64,26.9,7.86,70.2,1983.1
Piemonte,2018,Male,65+,24.16,7.86,70.2,1983.1
Piemonte,2018,Female,15-24,22.63,7.86,70.2,1983.1
Piemonte,2018,Female,25-44,23.85,7.86,70.2,1983.1
Piemonte,2018,Female,45-64,22.06,7.86,70.2,1983.1
Piemonte,2018,Female,65+,17.92,7.86,70.2,1983.1
Piemonte,2019,Male,15-24,28.31,9.9,73.4,1851.2
Piemonte,2019,Male,25-44,28.44,9.9,73.4,1851.2
Piemonte,2019,Male,45-64,24.93,9.9,73.4,1851.2
Piemonte,2019,Male,65+,22.48,9.9,73.4,1851.2
Piemonte,2019,Female,15-24,20.95,9.9,73.4,1851.2
Piemonte,2019,Female,25-44,23.33,9.9,73.4,1851.2
Piemonte,2019,Female,45-64,22.5,9.9,73.4,1851.2
Piemonte,2019,Female,65+,17.64,9.9,73.4,1851.2
Piemonte,2020,Male,15-24,24.95,5.51,72.3,1839.6
Piemonte,2020,Male,25-44,28.54,5.51,72.3,1839.6
Piemonte,2020,Male,45-64,26.19,5.51,72.3,1839.6
Piemonte,2020,Male,65+,22.72,5.51,72.3,1839.6
Piemonte,2020,Female,15-24,23.0,5.51,72.3,1839.6
Piemonte,2020,Female,25-44,23.24,5.51,72.3,1839.6
Piemonte,2020,Female,45-64,19.58,5.51,72.3,1839.6
Piemonte,2020,Female,65+,19.5,5.51,72.3,1839.6
Piemonte,2021,Male,15-24,25.38,7.46,73.7,1771.9
Piemonte,2021,Male,25-44,27.45,7.46,73.7,1771.9
Piemonte,2021,Male,45-64,26.03,7.46,73.7,1771.9
Piemonte,2021,Male,65+,22.26,7.46,73.7,1771.9
Piemonte,2021,Female,15-24,22.16,7.46,73.7,1771.9
Piemonte,2021,Female,25-44,25.87,7.46,73.7,1771.9
Piemonte,2021,Female,45-64,20.06,7.46,73.7,1771.9
Piemonte,2021,Female,65+,18.63,7.46,73.7,1771.9
Piemonte,2022,Male,15-24,25.46,6.48,76.0,1809.4
Piemonte,2022,Male,25-44,27.67,6.48,76.0,1809.4
Piemonte,2022,Male,45-64,25.93,6.48,76.0,1809.4
Piemonte,2022,Male,65+,21.91,6.48,76.0,1809.4
Piemonte,2022,Female,15-24,21.94,6.48,76.0,1809.4
Piemonte,2022,Female,25-44,24.47,6.48,76.0,1809.4
Piemonte,2022,Female,45-64,20.04,6.48,76.0,1809.4
Piemonte,2022,Female,65+,16.56,6.48,76.0,1809.4
Piemonte,2023,Male,15-24,24.06,5.42,80.4,1884.2
Piemonte,2023,Male,25-44,25.13,5.42,80.4,1884.2
Piemonte,2023,Male,45-64,26.16,5.42,80.4,1884.2
Piemonte,2023,Male,65+,20.0,5.42,80.4,1884.2
Piemonte,2023,Female,15-24,20.88,5.42,80.4,1884.2
Piemonte,2023,Female,25-44,22.82,5.42,80.4,1884.2
Piemonte,2023,Female,45-64,20.41,5.42,80.4,1884.2
Piemonte,2023,Female,65+,17.92,5.42,80.4,1884.2
Piemonte,2024,Male,15-24,25.66,6.76,80.4,1851.0
Piemonte,2024,Male,25-44,26.22,6.76,80.4,1851.0
Piemonte,2024,Male,45-64,23.63,6.76,80.4,1851.0
Piemonte,2024,Male,65+,21.08,6.76,80.4,1851.0
Piemonte,2024,Female,15-24,20.55,6.76,80.4,1851.0
Piemonte,2024,Female,25-44,24.41,6.76,80.4,1851.0
Piemonte,2024,Female,45-64,20.29,6.76,80.4,1851.0
Piemonte,2024,Female,65+,17.53,6.76,80.4,1851.0
Puglia,2010,Male,15-24,32.66,14.37,53.3,2558.7
Puglia,2010,Male,25-44,35.17,14.37,53.3,2558.7
Puglia,2010,Male,45-64,31.18,14.37,53.3,2558.7
Puglia,2010,Male,65+,26.7,14.37,53.3,2558.7
Puglia,2010,Female,15-24,28.4,14.37,53.3,2558.7
Puglia,2010,Female,25-44,29.35,14.37,53.3,2558.7
Puglia,2010,Female,45-64,26.47,14.37,53.3,2558.7
Puglia,2010,Female,65+,24.59,14.37,53.3,2558.7
Puglia,2011,Male,15-24,32.94,15.04,55.1,2557.5
Puglia,2011,Male,25-44,33.72,15.04,55.1,2557.5
Puglia,2011,Male,45-64,31.01,15.04,55.1,2557.5
Puglia,2011,Male,65+,29.4,15.04,55.1,2557.5
Puglia,2011,Female,15-24,27.94,15.04,55.1,2557.5
Puglia,2011,Female,25-44,32.3,15.04,55.1,2557.5
Puglia,2011,Female,45-64,27.27,15.04,55.1,2557.5
Puglia,2011,Female,65+,21.94,15.04,55.1,2557.5
Puglia,2012,Male,15-24,32.15,15.18,61.2,2483.2
Puglia,2012,Male,25-44,33.78,15.18,61.2,2483.2
Puglia,2012,Male,45-64,31.69,15.18,61.2,2483.2
Puglia,2012,Male,65+,28.07,15.18,61.2,2483.2
Puglia,2012,Female,15-24,27.26,15.18,61.2,2483.2
Puglia,2012,Female,25-44,28.18,15.18,61.2,2483.2
Puglia,2012,Female,45-64,26.19,15.18,61.2,2483.2
Puglia,2012,Female,65+,22.55,15.18,61.2,2483.2
Puglia,2013,Male,15-24,30.52,16.91,65.9,2547.5
Puglia,2013,Male,25-44,33.69,16.91,65.9,2547.5
Puglia,2013,Male,45-64,31.77,16.91,65.9,2547.5
Puglia,2013,Male,65+,27.49,16.91,65.9,2547.5
Puglia,2013,Female,15-24,25.9,16.91,65.9,2547.5
Puglia,2013,Female,25-44,29.54,16.91,65.9,2547.5
Puglia,2013,Female,45-64,27.3,16.91,65.9,2547.5
Puglia,2013,Female,65+,22.49,16.91,65.9,2547.5
Puglia,2014,Male,15-24,30.67,17.04,57.8,2530.9
Puglia,2014,Male,25-44,32.81,17.04,57.8,2530.9
Puglia,2014,Male,45-64,29.02,17.04,57.8,2530.9
Puglia,2014,Male,65+,27.45,17.04,57.8,2530.9
Puglia,2014,Female,15-24,26.68,17.04,57.8,2530.9
Puglia,2014,Female,25-44,29.22,17.04,57.8,2530.9
Puglia,2014,Female,45-64,24.91,17.04,57.8,2530.9
Puglia,2014,Female,65+,22.36,17.04,57.8,2530.9
Puglia,2015,Male,15-24,31.22,15.37,66.0,2659.5
Puglia,2015,Male,25-44,32.13,15.37,66.0,2659.5
Puglia,2015,Male,45-64,31.23,15.37,66.0,2659.5
Puglia,2015,Male,65+,26.1,15.37,66.0,2659.5
Puglia,2015,Female,15-24,26.72,15.37,66.0,2659.5
Puglia,2015,Female,25-44,29.43,15.37,66.0,2659.5
Puglia,2015,Female,45-64,24.08,15.37,66.0,2659.5
Puglia,2015,Female,65+,20.74,15.37,66.0,2659.5
Puglia,2016,Male,15-24,28.67,14.5,67.4,2500.9
Puglia,2016,Male,25-44,33.46,14.5,67.4,2500.9
Puglia,2016,Male,45-64,28.65,14.5,67.4,2500.9
Puglia,2016,Male,65+,28.76,14.5,67.4,2500.9
Puglia,2016,Female,15-24,25.64,14.5,67.4,2500.9
Puglia,2016,Female,25-44,28.38,14.5,67.4,2500.9
Puglia,2016,Female,45-64,26.74,14.5,67.4,2500.9
Puglia,2016,Female,65+,24.21,14.5,67.4,2500.9
Puglia,2017,Male,15-24,31.96,15.24,74.7,2611.5
Puglia,2017,Male,25-44,33.11,15.24,74.7,2611.5
Puglia,2017,Male,45-64,29.92,15.24,74.7,2611.5
Puglia,2017,Male,65+,26.49,15.24,74.7,2611.5
Puglia,2017,Female,15-24,26.68,15.24,74.7,2611.5
Puglia,2017,Female,25-44,27.35,15.24,74.7,2611.5
Puglia,2017,Female,45-64,24.08,15.24,74.7,2611.5
Puglia,2017,Female,65+,21.9,15.24,74.7,2611.5
Puglia,2018,Male,15-24,29.43,14.11,70.8,2590.2
Puglia,2018,Male,25-44,31.15,14.11,70.8,2590.2
Puglia,2018,Male,45-64,29.3,14.11,70.8,2590.2
Puglia,2018,Male,65+,26.56,14.11,70.8,2590.2
Puglia,2018,Female,15-24,25.69,14.11,70.8,2590.2
Puglia,2018,Female,25-44,29.08,14.11,70.8,2590.2
Puglia,2018,Female,45-64,23.46,14.11,70.8,2590.2
Puglia,2018,Female,65+,21.41,14.11,70.8,2590.2
Puglia,2019,Male,15-24,28.58,14.22,74.6,2621.1
Puglia,2019,Male,25-44,29.43,14.22,74.6,2621.1
Puglia,2019,Male,45-64,28.22,14.22,74.6,2621.1
Puglia,2019,Male,65+,25.18,14.22,74.6,2621.1
Puglia,2019,Female,15-24,26.81,14.22,74.6,2621.1
Puglia,2019,Female,25-44,27.93,14.22,74.6,2621.1
Puglia,2019,Female,45-64,23.28,14.22,74.6,2621.1
Puglia,2019,Female,65+,23.15,14.22,74.6,2621.1
Puglia,2020,Male,15-24,30.22,14.86,75.4,2460.2
Puglia,2020,Male,25-44,31.58,14.86,75.4,2460.2
Puglia,2020,Male,45-64,27.77,14.86,75.4,2460.2
Puglia,2020,Male,65+,24.04,14.86,75.4,2460.2
Puglia,2020,Female,15-24,24.63,14.86,75.4,2460.2
Puglia,2020,Female,25-44,28.09,14.86,75.4,2460.2
Puglia,2020,Female,45-64,25.88,14.86,75.4,2460.2
Puglia,2020,Female,65+,22.54,14.86,75.4,2460.2
Puglia,2021,Male,15-24,28.21,12.54,70.1,2502.6
Puglia,2021,Male,25-44,29.58,12.54,70.1,2502.6
Puglia,2021,Male,45-64,27.84,12.54,70.1,2502.6
Puglia,2021,Male,65+,22.93,12.54,70.1,2502.6
Puglia,2021,Female,15-24,25.02,12.54,70.1,2502.6
Puglia,2021,Female,25-44,26.55,12.54,70.1,2502.6
Puglia,2021,Female,45-64,23.23,12.54,70.1,2502.6
Puglia,2021,Female,65+,19.11,12.54,70.1,2502.6
Puglia,2022,Male,15-24,28.91,12.44,80.3,2576.4
Puglia,2022,Male,25-44,29.87,12.44,80.3,2576.4
Puglia,2022,Male,45-64,26.23,12.44,80.3,2576.4
Puglia,2022,Male,65+,21.53,12.44,80.3,2576.4
Puglia,2022,Female,15-24,24.37,12.44,80.3,2576.4
Puglia,2022,Female,25-44,28.17,12.44,80.3,2576.4
Puglia,2022,Female,45-64,25.06,12.44,80.3,2576.4
Puglia,2022,Female,65+,19.94,12.44,80.3,2576.4
Puglia,2023,Male,15-24,27.5,12.2,80.1,2388.6
Puglia,2023,Male,25-44,30.57,12.2,80.1,2388.6
Puglia,2023,Male,45-64,26.1,12.2,80.1,2388.6
Puglia,2023,Male,65+,24.4,12.2,80.1,2388.6
Puglia,2023,Female,15-24,24.87,12.2,80.1,2388.6
Puglia,2023,Female,25-44,27.33,12.2,80.1,2388.6
Puglia,2023,Female,45-64,23.0,12.2,80.1,2388.6
Puglia,2023,Female,65+,19.9,12.2,80.1,2388.6
Puglia,2024,Male,15-24,26.92,12.85,82.5,2328.0
Puglia,2024,Male,25-44,28.97,12.85,82.5,2328.0
Puglia,2024,Male,45-64,26.57,12.85,82.5,2328.0
Puglia,2024,Male,65+,24.17,12.85,82.5,2328.0
Puglia,2024,Female,15-24,24.71,12.85,82.5,2328.0
Puglia,2024,Female,25-44,25.0,12.85,82.5,2328.0
Puglia,2024,Female,45-64,24.29,12.85,82.5,2328.0
Puglia,2024,Female,65+,19.53,12.85,82.5,2328.0
Sardegna,2010,Male,15-24,29.98,6.75,71.8,2387.2
Sardegna,2010,Male,25-44,31.25,6.75,71.8,2387.2
Sardegna,2010,Male,45-64,26.58,6.75,71.8,2387.2
Sardegna,2010,Male,65+,26.88,6.75,71.8,2387.2
Sardegna,2010,Female,15-24,26.74,6.75,71.8,2387.2
Sardegna,2010,Female,25-44,27.72,6.75,71.8,2387.2
Sardegna,2010,Female,45-64,25.07,6.75,71.8,2387.2
Sardegna,2010,Female,65+,22.52,6.75,71.8,2387.2
Sardegna,2011,Male,15-24,28.14,9.05,55.2,2568.9
Sardegna,2011,Male,25-44,31.17,9.05,55.2,2568.9
Sardegna,2011,Male,45-64,29.49,9.05,55.2,2568.9
Sardegna,2011,Male,65+,24.45,9.05,55.2,2568.9
Sardegna,2011,Female,15-24,25.99,9.05,55.2,2568.9
Sardegna,2011,Female,25-44,26.34,9.05,55.2,2568.9
Sardegna,2011,Female,45-64,25.17,9.05,55.2,2568.9
Sardegna,2011,Female,65+,21.66,9.05,55.2,2568.9
Sardegna,2012,Male,15-24,27.78,10.45,68.2,2436.5
Sardegna,2012,Male,25-44,32.56,10.45,68.2,2436.5
Sardegna,2012,Male,45-64,27.67,10.45,68.2,2436.5
Sardegna,2012,Male,65+,24.59,10.45,68.2,2436.5
Sardegna,2012,Female,15-24,25.6,10.45,68.2,2436.5
Sardegna,2012,Female,25-44,28.55,10.45,68.2,2436.5
Sardegna,2012,Female,45-64,23.38,10.45,68.2,2436.5
Sardegna,2012,Female,65+,21.46,10.45,68.2,2436.5
Sardegna,2013,Male,15-24,29.53,11.88,63.6,2545.0
Sardegna,2013,Male,25-44,31.79,11.88,63.6,2545.0
Sardegna,2013,Male,45-64,28.28,11.88,63.6,2545.0
Sardegna,2013,Male,65+,24.73,11.88,63.6,2545.0
Sardegna,2013,Female,15-24,24.27,11.88,63.6,2545.0
Sardegna,2013,Female,25-44,27.19,11.88,63.6,2545.0
Sardegna,2013,Female,45-64,23.03,11.88,63.6,2545.0
Sardegna,2013,Female,65+,18.18,11.88,63.6,2545.0
Sardegna,2014,Male,15-24,29.24,10.45,66.9,2604.0
Sardegna,2014,Male,25-44,31.7,10.45,66.9,2604.0
Sardegna,2014,Male,45-64,25.44,10.45,66.9,2604.0
Sardegna,2014,Male,65+,23.79,10.45,66.9,2604.0
Sardegna,2014,Female,15-24,25.42,10.45,66.9,2604.0
Sardegna,2014,Female,25-44,28.86,10.45,66.9,2604.0
Sardegna,2014,Female,45-64,23.82,10.45,66.9,2604.0
Sardegna,2014,Female,65+,20.07,10.45,66.9,2604.0
Sardegna,2015,Male,15-24,28.32,9.11,67.4,2590.7
Sardegna,2015,Male,25-44,31.87,9.11,67.4,2590.7
Sardegna,2015,Male,45-64,26.85,9.11,67.4,2590.7
Sardegna,2015,Male,65+,23.7,9.11,67.4,2590.7
Sardegna,2015,Female,15-24,24.02,9.11,67.4,2590.7
Sardegna,2015,Female,25-44,25.55,9.11,67.4,2590.7
Sardegna,2015,Female,45-64,23.62,9.11,67.4,2590.7
Sardegna,2015,Female,65+,22.12,9.11,67.4,2590.7
Sardegna,2016,Male,15-24,28.52,11.44,67.7,2598.3
Sardegna,2016,Male,25-44,29.95,11.44,67.7,2598.3
Sardegna,2016,Male,45-64,26.91,11.44,67.7,2598.3
Sardegna,2016,Male,65+,22.64,11.44,67.7,2598.3
Sardegna,2016,Female,15-24,25.08,11.44,67.7,2598.3
Sardegna,2016,Female,25-44,26.12,11.44,67.7,2598.3
Sardegna,2016,Female,45-64,23.02,11.44,67.7,2598.3
Sardegna,2016,Female,65+,23.39,11.44,67.7,2598.3
Sardegna,2017,Male,15-24,28.2,9.81,68.8,2571.2
Sardegna,2017,Male,25-44,29.15,9.81,68.8,2571.2
Sardegna,2017,Male,45-64,26.47,9.81,68.8,2571.2
Sardegna,2017,Male,65+,25.05,9.81,68.8,2571.2
Sardegna,2017,Female,15-24,24.01,9.81,68.8,2571.2
Sardegna,2017,Female,25-44,24.46,9.81,68.8,2571.2
Sardegna,2017,Female,45-64,23.82,9.81,68.8,2571.2
Sardegna,2017,Female,65+,19.23,9.81,68.8,2571.2
Sardegna,2018,Male,15-24,29.47,8.72,73.0,2613.3
Sardegna,2018,Male,25-44,30.68,8.72,73.0,2613.3
Sardegna,2018,Male,45-64,26.15,8.72,73.0,2613.3
Sardegna,2018,Male,65+,24.88,8.72,73.0,2613.3
Sardegna,2018,Female,15-24,23.67,8.72,73.0,2613.3
Sardegna,2018,Female,25-44,26.45,8.72,73.0,2613.3
Sardegna,2018,Female,45-64,23.08,8.72,73.0,2613.3
Sardegna,2018,Female,65+,18.75,8.72,73.0,2613.3
Sardegna,2019,Male,15-24,26.66,8.66,68.9,2454.2
Sardegna,2019,Male,25-44,30.33,8.66,68.9,2454.2
Sardegna,2019,Male,45-64,25.97,8.66,68.9,2454.2
Sardegna,2019,Male,65+,22.9,8.66,68.9,2454.2
Sardegna,2019,Female,15-24,22.34,8.66,68.9,2454.2
Sardegna,2019,Female,25-44,25.72,8.66,68.9,2454.2
Sardegna,2019,Female,45-64,24.36,8.66,68.9,2454.2
Sardegna,2019,Female,65+,18.23,8.66,68.9,2454.2
Sardegna,2020,Male,15-24,27.02,8.43,77.3,2444.1
Sardegna,2020,Male,25-44,30.41,8.43,77.3,2444.1
Sardegna,2020,Male,45-64,25.92,8.43,77.3,2444.1
Sardegna,2020,Male,65+,23.45,8.43,77.3,2444.1
Sardegna,2020,Female,15-24,21.94,8.43,77.3,2444.1
Sardegna,2020,Female,25-44,25.43,8.43,77.3,2444.1
Sardegna,2020,Female,45-64,21.81,8.43,77.3,2444.1
Sardegna,2020,Female,65+,19.99,8.43,77.3,2444.1
Sardegna,2021,Male,15-24,27.89,7.39,75.3,2413.5
Sardegna,2021,Male,25-44,31.29,7.39,75.3,2413.5
Sardegna,2021,Male,45-64,26.28,7.39,75.3,2413.5
Sardegna,2021,Male,65+,23.03,7.39,75.3,2413.5
Sardegna,2021,Female,15-24,22.89,7.39,75.3,2413.5
Sardegna,2021,Female,25-44,24.35,7.39,75.3,2413.5
Sardegna,2021,Female,45-64,22.04,7.39,75.3,2413.5
Sardegna,2021,Female,65+,18.4,7.39,75.3,2413.5
Sardegna,2022,Male,15-24,26.57,5.28,74.6,2489.3
Sardegna,2022,Male,25-44,29.72,5.28,74.6,2489.3
Sardegna,2022,Male,45-64,24.39,5.28,74.6,2489.3
Sardegna,2022,Male,65+,23.54,5.28,74.6,2489.3
Sardegna,2022,Female,15-24,23.72,5.28,74.6,2489.3
Sardegna,2022,Female,25-44,24.28,5.28,74.6,2489.3
Sardegna,2022,Female,45-64,19.28,5.28,74.6,2489.3
Sardegna,2022,Female,65+,17.79,5.28,74.6,2489.3
Sardegna,2023,Male,15-24,27.4,8.04,78.1,2479.7
Sardegna,2023,Male,25-44,28.08,8.04,78.1,2479.7
Sardegna,2023,Male,45-64,24.1,8.04,78.1,2479.7
Sardegna,2023,Male,65+,21.6,8.04,78.1,2479.7
Sardegna,2023,Female,15-24,22.94,8.04,78.1,2479.7
Sardegna,2023,Female,25-44,24.65,8.04,78.1,2479.7
Sardegna,2023,Female,45-64,20.86,8.04,78.1,2479.7
Sardegna,2023,Female,65+,17.73,8.04,78.1,2479.7
Sardegna,2024,Male,15-24,25.41,8.28,84.8,2447.2
Sardegna,2024,Male,25-44,26.88,8.28,84.8,2447.2
Sardegna,2024,Male,45-64,26.42,8.28,84.8,2447.2
Sardegna,2024,Male,65+,21.48,8.28,84.8,2447.2
Sardegna,2024,Female,15-24,23.02,8.28,84.8,2447.2
Sardegna,2024,Female,25-44,25.32,8.28,84.8,2447.2
Sardegna,2024,Female,45-64,21.8,8.28,84.8,2447.2
Sardegna,2024,Female,65+,17.37,8.28,84.8,2447.2
Sicilia,2010,Male,15-24,32.4,14.65,58.4,2571.0
Sicilia,2010,Male,25-44,33.98,14.65,58.4,2571.0
Sicilia,2010,Male,45-64,30.1,14.65,58.4,2571.0
Sicilia,2010,Male,65+,28.32,14.65,58.4,2571.0
Sicilia,2010,Female,15-24,26.82,14.65,58.4,2571.0
Sicilia,2010,Female,25-44,31.19,14.65,58.4,2571.0
Sicilia,2010,Female,45-64,26.54,14.65,58.4,2571.0
Sicilia,2010,Female,65+,24.2,14.65,58.4,2571.0
Sicilia,2011,Male,15-24,31.98,13.52,62.6,2455.5
Sicilia,2011,Male,25-44,33.44,13.52,62.6,2455.5
Sicilia,2011,Male,45-64,31.29,13.52,62.6,2455.5
